participant_id,gender_clean,age_num,age_bin,clean_item_name,checklist_value
R_27KDrC3AFJ3MBO2,boy,7,7 to 8,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_1IcOzUTbOoGtXu1,boy,4,3 to 4,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_1IcOzUTbOoGtXu1,boy,4,3 to 4,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_1IcOzUTbOoGtXu1,boy,4,3 to 4,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_1IcOzUTbOoGtXu1,boy,4,3 to 4,books,"specific books or book series (if yes, enter any book series your child collects)"
R_1IcOzUTbOoGtXu1,boy,4,3 to 4,marbles,marbles
R_1IcOzUTbOoGtXu1,boy,4,3 to 4,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_2V3lQO046ETSXiv,girl,10,9 to 10,dolls,dolls
R_2V3lQO046ETSXiv,girl,10,9 to 10,animal figurines,animal figurines
R_2V3lQO046ETSXiv,girl,10,9 to 10,stuffed animals,stuffed animals
R_2V3lQO046ETSXiv,girl,10,9 to 10,coins,coins / money
R_2V3lQO046ETSXiv,girl,10,9 to 10,photos,photos / pictures
R_2V3lQO046ETSXiv,girl,10,9 to 10,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_2V3lQO046ETSXiv,girl,10,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2V3lQO046ETSXiv,girl,10,9 to 10,shells,shells
R_2V3lQO046ETSXiv,girl,10,9 to 10,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2V3lQO046ETSXiv,girl,10,9 to 10,feathers,feathers
R_2V3lQO046ETSXiv,girl,10,9 to 10,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_2V3lQO046ETSXiv,girl,10,9 to 10,souvenirs,"souvenirs (if yes, enter the specific kinds of objects below)"
R_2V3lQO046ETSXiv,girl,10,9 to 10,postcards,postcards
R_AcG2DRgZ87xyoz7,boy,3,3 to 4,stuffed animals,stuffed animals
R_AcG2DRgZ87xyoz7,boy,3,3 to 4,balls,"balls (if yes, enter the specific types of objects below)"
R_AcG2DRgZ87xyoz7,boy,3,3 to 4,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_AcG2DRgZ87xyoz7,boy,3,3 to 4,sticks,sticks
R_AcG2DRgZ87xyoz7,boy,3,3 to 4,plants,plants
R_AcG2DRgZ87xyoz7,boy,3,3 to 4,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_1DCmTZL04XUO59f,boy,7,7 to 8,action figures,action figures
R_1DCmTZL04XUO59f,boy,7,7 to 8,coins,coins / money
R_1DCmTZL04XUO59f,boy,7,7 to 8,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_1DCmTZL04XUO59f,boy,7,7 to 8,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_1DCmTZL04XUO59f,boy,7,7 to 8,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_2dokMBTxgA6n828,girl,12,11 to 12,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_2dokMBTxgA6n828,girl,12,11 to 12,stuffed animals,stuffed animals
R_2dokMBTxgA6n828,girl,12,11 to 12,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_2dokMBTxgA6n828,girl,12,11 to 12,coins,coins / money
R_2dokMBTxgA6n828,girl,12,11 to 12,photos,photos / pictures
R_2dokMBTxgA6n828,girl,12,11 to 12,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_2dokMBTxgA6n828,girl,12,11 to 12,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2dokMBTxgA6n828,girl,12,11 to 12,shells,shells
R_2dokMBTxgA6n828,girl,12,11 to 12,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_2dokMBTxgA6n828,girl,12,11 to 12,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_2UiuFx4WGK5WGsg,boy,9,9 to 10,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_2UiuFx4WGK5WGsg,boy,9,9 to 10,animal figurines,animal figurines
R_2UiuFx4WGK5WGsg,boy,9,9 to 10,stuffed animals,stuffed animals
R_2UiuFx4WGK5WGsg,boy,9,9 to 10,balls,"balls (if yes, enter the specific types of objects below)"
R_2UiuFx4WGK5WGsg,boy,9,9 to 10,food,"food / perishables (e.g., specific kinds of candy)"
R_2UiuFx4WGK5WGsg,boy,9,9 to 10,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_2UiuFx4WGK5WGsg,boy,9,9 to 10,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_2UiuFx4WGK5WGsg,boy,9,9 to 10,souvenirs,"souvenirs (if yes, enter the specific kinds of objects below)"
R_2UiuFx4WGK5WGsg,boy,9,9 to 10,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_2fg7xi3EmIkZwpZ,boy,4,3 to 4,stuffed animals,stuffed animals
R_2fg7xi3EmIkZwpZ,boy,4,3 to 4,balls,"balls (if yes, enter the specific types of objects below)"
R_2fg7xi3EmIkZwpZ,boy,4,3 to 4,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_2fg7xi3EmIkZwpZ,boy,4,3 to 4,action figures,action figures
R_2fg7xi3EmIkZwpZ,boy,4,3 to 4,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2fg7xi3EmIkZwpZ,boy,4,3 to 4,sticks,sticks
R_2fg7xi3EmIkZwpZ,boy,4,3 to 4,flowers,flowers / petals
R_2fg7xi3EmIkZwpZ,boy,4,3 to 4,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_2fg7xi3EmIkZwpZ,boy,4,3 to 4,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2fg7xi3EmIkZwpZ,boy,4,3 to 4,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_2xQS2TQ2WtvASt8,boy,11,11 to 12,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_2xQS2TQ2WtvASt8,boy,11,11 to 12,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_2xQS2TQ2WtvASt8,boy,11,11 to 12,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_6GdsmkZOsGYIS6l,boy,4,3 to 4,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_6GdsmkZOsGYIS6l,boy,4,3 to 4,coins,coins / money
R_6GdsmkZOsGYIS6l,boy,4,3 to 4,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2sauzadgK0TeFN8,girl,11,11 to 12,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_2sauzadgK0TeFN8,girl,11,11 to 12,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2sauzadgK0TeFN8,girl,11,11 to 12,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_3LZSH8Psa7Oa8uB,boy,5,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_3LZSH8Psa7Oa8uB,boy,5,5 to 6,action figures,action figures
R_3LZSH8Psa7Oa8uB,boy,5,5 to 6,sticks,sticks
R_3LZSH8Psa7Oa8uB,boy,5,5 to 6,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_3HSvG1jsDKkMYQV,boy,9,9 to 10,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_3HSvG1jsDKkMYQV,boy,9,9 to 10,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_3HSvG1jsDKkMYQV,boy,9,9 to 10,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2cbWYmLXBgFyYyy,boy,4,3 to 4,stuffed animals,stuffed animals
R_2cbWYmLXBgFyYyy,boy,4,3 to 4,balls,"balls (if yes, enter the specific types of objects below)"
R_2cbWYmLXBgFyYyy,boy,4,3 to 4,board games,"board games (if yes, enter some of your child's favorite games below)"
R_2cbWYmLXBgFyYyy,boy,4,3 to 4,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_2cbWYmLXBgFyYyy,boy,4,3 to 4,action figures,action figures
R_2cbWYmLXBgFyYyy,boy,4,3 to 4,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2cbWYmLXBgFyYyy,boy,4,3 to 4,shells,shells
R_2cbWYmLXBgFyYyy,boy,4,3 to 4,flowers,flowers / petals
R_2cbWYmLXBgFyYyy,boy,4,3 to 4,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_2cbWYmLXBgFyYyy,boy,4,3 to 4,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2cbWYmLXBgFyYyy,boy,4,3 to 4,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_3PZZfIqhajTAtVq,girl,6,5 to 6,dolls,dolls
R_3PZZfIqhajTAtVq,girl,6,5 to 6,stuffed animals,stuffed animals
R_3PZZfIqhajTAtVq,girl,6,5 to 6,board games,"board games (if yes, enter some of your child's favorite games below)"
R_3PZZfIqhajTAtVq,girl,6,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_3PZZfIqhajTAtVq,girl,6,5 to 6,coins,coins / money
R_3PZZfIqhajTAtVq,girl,6,5 to 6,magazines,magazines/ newspapers
R_3PZZfIqhajTAtVq,girl,6,5 to 6,photos,photos / pictures
R_3PZZfIqhajTAtVq,girl,6,5 to 6,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_3PZZfIqhajTAtVq,girl,6,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3PZZfIqhajTAtVq,girl,6,5 to 6,shells,shells
R_3PZZfIqhajTAtVq,girl,6,5 to 6,flowers,flowers / petals
R_3PZZfIqhajTAtVq,girl,6,5 to 6,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_3PZZfIqhajTAtVq,girl,6,5 to 6,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_3PZZfIqhajTAtVq,girl,6,5 to 6,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_3PZZfIqhajTAtVq,girl,6,5 to 6,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_1hFuzvLK6qWVqdO,boy,4,3 to 4,animal figurines,animal figurines
R_1hFuzvLK6qWVqdO,boy,4,3 to 4,stuffed animals,stuffed animals
R_1hFuzvLK6qWVqdO,boy,4,3 to 4,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_1hFuzvLK6qWVqdO,boy,4,3 to 4,action figures,action figures
R_1hFuzvLK6qWVqdO,boy,4,3 to 4,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_1hFuzvLK6qWVqdO,boy,4,3 to 4,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_1hFuzvLK6qWVqdO,boy,4,3 to 4,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_1hFuzvLK6qWVqdO,boy,4,3 to 4,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_OKacM38IRGrkVvb,boy,5,5 to 6,coins,coins / money
R_OKacM38IRGrkVvb,boy,5,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3NEqAVD4XsA0dsq,girl,12,11 to 12,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3NEqAVD4XsA0dsq,girl,12,11 to 12,shells,shells
R_2SJmAfJbix6xpOF,girl,5,5 to 6,stuffed animals,stuffed animals
R_2SJmAfJbix6xpOF,girl,5,5 to 6,shells,shells
R_2SJmAfJbix6xpOF,girl,5,5 to 6,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_2SJmAfJbix6xpOF,girl,5,5 to 6,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_2SJmAfJbix6xpOF,girl,5,5 to 6,leaves,leaves
R_2SJmAfJbix6xpOF,girl,5,5 to 6,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_2SJmAfJbix6xpOF,girl,5,5 to 6,souvenirs,"souvenirs (if yes, enter the specific kinds of objects below)"
R_3QX67AUmmYPHI89,boy,7,7 to 8,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_3QX67AUmmYPHI89,boy,7,7 to 8,stuffed animals,stuffed animals
R_3QX67AUmmYPHI89,boy,7,7 to 8,balls,"balls (if yes, enter the specific types of objects below)"
R_3QX67AUmmYPHI89,boy,7,7 to 8,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_3QX67AUmmYPHI89,boy,7,7 to 8,action figures,action figures
R_3QX67AUmmYPHI89,boy,7,7 to 8,toy soldiers,toy soldiers
R_3QX67AUmmYPHI89,boy,7,7 to 8,books,"specific books or book series (if yes, enter any book series your child collects)"
R_3QX67AUmmYPHI89,boy,7,7 to 8,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_3L0y6sCzj7ahau5,girl,5,5 to 6,dolls,dolls
R_3L0y6sCzj7ahau5,girl,5,5 to 6,stuffed animals,stuffed animals
R_2CcUh1XYKv9tTKJ,boy,8,7 to 8,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_2CcUh1XYKv9tTKJ,boy,8,7 to 8,animal figurines,animal figurines
R_2CcUh1XYKv9tTKJ,boy,8,7 to 8,stuffed animals,stuffed animals
R_2CcUh1XYKv9tTKJ,boy,8,7 to 8,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_2CcUh1XYKv9tTKJ,boy,8,7 to 8,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_2CcUh1XYKv9tTKJ,boy,8,7 to 8,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2pKvpD0TnukyksF,girl,5,5 to 6,stuffed animals,stuffed animals
R_2pKvpD0TnukyksF,girl,5,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_2pKvpD0TnukyksF,girl,5,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2pKvpD0TnukyksF,girl,5,5 to 6,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_2pKvpD0TnukyksF,girl,5,5 to 6,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_3EgyRWbnOqsnp6w,girl,10,9 to 10,animal figurines,animal figurines
R_3EgyRWbnOqsnp6w,girl,10,9 to 10,stuffed animals,stuffed animals
R_3EgyRWbnOqsnp6w,girl,10,9 to 10,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_3EgyRWbnOqsnp6w,girl,10,9 to 10,holiday,"holiday objects (e.g., snow globes or other ornaments)"
R_3EgyRWbnOqsnp6w,girl,10,9 to 10,goo,goo / slime
R_3EgyRWbnOqsnp6w,girl,10,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3EgyRWbnOqsnp6w,girl,10,9 to 10,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_3EgyRWbnOqsnp6w,girl,10,9 to 10,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_1CvjumYPyCAv9Z3,boy,6,5 to 6,animal figurines,animal figurines
R_1CvjumYPyCAv9Z3,boy,6,5 to 6,sticks,sticks
R_1CvjumYPyCAv9Z3,boy,6,5 to 6,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_1CvjumYPyCAv9Z3,boy,6,5 to 6,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_3qfdImTC61Rk8Eh,boy,12,11 to 12,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_3qfdImTC61Rk8Eh,boy,12,11 to 12,stuffed animals,stuffed animals
R_3qfdImTC61Rk8Eh,boy,12,11 to 12,sports memorabilia,"sports memorabilia (if yes, enter the specific types of sports objects your child collects below)"
R_3qfdImTC61Rk8Eh,boy,12,11 to 12,board games,"board games (if yes, enter some of your child's favorite games below)"
R_3qfdImTC61Rk8Eh,boy,12,11 to 12,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_3qfdImTC61Rk8Eh,boy,12,11 to 12,coins,coins / money
R_3qfdImTC61Rk8Eh,boy,12,11 to 12,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3qfdImTC61Rk8Eh,boy,12,11 to 12,shells,shells
R_3qfdImTC61Rk8Eh,boy,12,11 to 12,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_3qfdImTC61Rk8Eh,boy,12,11 to 12,books,"specific books or book series (if yes, enter any book series your child collects)"
R_3qfdImTC61Rk8Eh,boy,12,11 to 12,marbles,marbles
R_3qfdImTC61Rk8Eh,boy,12,11 to 12,souvenirs,"souvenirs (if yes, enter the specific kinds of objects below)"
R_3FXat6WVQmnfbgR,girl,5,5 to 6,animal figurines,animal figurines
R_3FXat6WVQmnfbgR,girl,5,5 to 6,stuffed animals,stuffed animals
R_3FXat6WVQmnfbgR,girl,5,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_3FXat6WVQmnfbgR,girl,5,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3FXat6WVQmnfbgR,girl,5,5 to 6,shells,shells
R_3FXat6WVQmnfbgR,girl,5,5 to 6,sticks,sticks
R_3FXat6WVQmnfbgR,girl,5,5 to 6,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_3FXat6WVQmnfbgR,girl,5,5 to 6,leaves,leaves
R_3FXat6WVQmnfbgR,girl,5,5 to 6,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_27WjhOyUZH75mxN,boy,12,11 to 12,food,"food / perishables (e.g., specific kinds of candy)"
R_27WjhOyUZH75mxN,boy,12,11 to 12,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_27WjhOyUZH75mxN,boy,12,11 to 12,books,"specific books or book series (if yes, enter any book series your child collects)"
R_27WjhOyUZH75mxN,boy,12,11 to 12,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_27WjhOyUZH75mxN,boy,12,11 to 12,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_3PGMshRg3CwalL7,boy,7,7 to 8,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_3PGMshRg3CwalL7,boy,7,7 to 8,animal figurines,animal figurines
R_3PGMshRg3CwalL7,boy,7,7 to 8,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_3PGMshRg3CwalL7,boy,7,7 to 8,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_77pKNF6G8WdzWcV,girl,8,7 to 8,board games,"board games (if yes, enter some of your child's favorite games below)"
R_77pKNF6G8WdzWcV,girl,8,7 to 8,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_77pKNF6G8WdzWcV,girl,8,7 to 8,shells,shells
R_1NEonnUN8icRD7h,boy,5,5 to 6,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_1NEonnUN8icRD7h,boy,5,5 to 6,board games,"board games (if yes, enter some of your child's favorite games below)"
R_1NEonnUN8icRD7h,boy,5,5 to 6,shells,shells
R_2aLaaB6yP8e6iaM,boy,8,7 to 8,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_2aLaaB6yP8e6iaM,boy,8,7 to 8,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2aLaaB6yP8e6iaM,boy,8,7 to 8,sticks,sticks
R_2qfrZ3MMVTclZoo,girl,9,9 to 10,stuffed animals,stuffed animals
R_2qfrZ3MMVTclZoo,girl,9,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2qfrZ3MMVTclZoo,girl,9,9 to 10,shells,shells
R_1JW9W4jRzpbLhoO,girl,9,9 to 10,balls,"balls (if yes, enter the specific types of objects below)"
R_1JW9W4jRzpbLhoO,girl,9,9 to 10,goo,goo / slime
R_1JW9W4jRzpbLhoO,girl,9,9 to 10,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_3MlCjEFOD5xDSBi,boy,6,5 to 6,stuffed animals,stuffed animals
R_3MlCjEFOD5xDSBi,boy,6,5 to 6,balls,"balls (if yes, enter the specific types of objects below)"
R_3MlCjEFOD5xDSBi,boy,6,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_3MlCjEFOD5xDSBi,boy,6,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3MlCjEFOD5xDSBi,boy,6,5 to 6,marbles,marbles
R_3MlCjEFOD5xDSBi,boy,6,5 to 6,leaves,leaves
R_3fuG3REaBa7TVFc,boy,9,9 to 10,animal figurines,animal figurines
R_3fuG3REaBa7TVFc,boy,9,9 to 10,stuffed animals,stuffed animals
R_3fuG3REaBa7TVFc,boy,9,9 to 10,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_3fuG3REaBa7TVFc,boy,9,9 to 10,goo,goo / slime
R_3fuG3REaBa7TVFc,boy,9,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3fuG3REaBa7TVFc,boy,9,9 to 10,shells,shells
R_3fuG3REaBa7TVFc,boy,9,9 to 10,bugs,bugs
R_3fuG3REaBa7TVFc,boy,9,9 to 10,flowers,flowers / petals
R_3fuG3REaBa7TVFc,boy,9,9 to 10,moss,moss
R_3fuG3REaBa7TVFc,boy,9,9 to 10,leaves,leaves
R_7QFfwMMJJeiYD2F,boy,9,9 to 10,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_7QFfwMMJJeiYD2F,boy,9,9 to 10,sports memorabilia,"sports memorabilia (if yes, enter the specific types of sports objects your child collects below)"
R_7QFfwMMJJeiYD2F,boy,9,9 to 10,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_e42lkI7wE357NsZ,boy,10,9 to 10,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_e42lkI7wE357NsZ,boy,10,9 to 10,balls,"balls (if yes, enter the specific types of objects below)"
R_e42lkI7wE357NsZ,boy,10,9 to 10,sports memorabilia,"sports memorabilia (if yes, enter the specific types of sports objects your child collects below)"
R_e42lkI7wE357NsZ,boy,10,9 to 10,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_e42lkI7wE357NsZ,boy,10,9 to 10,action figures,action figures
R_e42lkI7wE357NsZ,boy,10,9 to 10,coins,coins / money
R_e42lkI7wE357NsZ,boy,10,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_e42lkI7wE357NsZ,boy,10,9 to 10,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_e42lkI7wE357NsZ,boy,10,9 to 10,books,"specific books or book series (if yes, enter any book series your child collects)"
R_e42lkI7wE357NsZ,boy,10,9 to 10,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_e42lkI7wE357NsZ,boy,10,9 to 10,souvenirs,"souvenirs (if yes, enter the specific kinds of objects below)"
R_2PjQtRppUhli4mP,girl,5,5 to 6,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_2PjQtRppUhli4mP,girl,5,5 to 6,dolls,dolls
R_2PjQtRppUhli4mP,girl,5,5 to 6,stuffed animals,stuffed animals
R_2PjQtRppUhli4mP,girl,5,5 to 6,board games,"board games (if yes, enter some of your child's favorite games below)"
R_2PjQtRppUhli4mP,girl,5,5 to 6,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_2PjQtRppUhli4mP,girl,5,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2PjQtRppUhli4mP,girl,5,5 to 6,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_1kH9HUfUWvpfens,girl,6,5 to 6,dolls,dolls
R_1kH9HUfUWvpfens,girl,6,5 to 6,stuffed animals,stuffed animals
R_1kH9HUfUWvpfens,girl,6,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_1kH9HUfUWvpfens,girl,6,5 to 6,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_1kH9HUfUWvpfens,girl,6,5 to 6,sticks,sticks
R_1kH9HUfUWvpfens,girl,6,5 to 6,books,"specific books or book series (if yes, enter any book series your child collects)"
R_vAkmvnOB0M1uX85,boy,9,9 to 10,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_vAkmvnOB0M1uX85,boy,9,9 to 10,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_2dtgN5T76FyUuoL,boy,3,3 to 4,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_1FDq9ebViYVJEgA,boy,12,11 to 12,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_1FDq9ebViYVJEgA,boy,12,11 to 12,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_2XmUYO0bSqQceCe,boy,10,9 to 10,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_2XmUYO0bSqQceCe,boy,10,9 to 10,animal figurines,animal figurines
R_2XmUYO0bSqQceCe,boy,10,9 to 10,stuffed animals,stuffed animals
R_2XmUYO0bSqQceCe,boy,10,9 to 10,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_2XmUYO0bSqQceCe,boy,10,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2XmUYO0bSqQceCe,boy,10,9 to 10,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_2B5vPjRg4Jy2tnE,girl,7.5,7 to 8,stuffed animals,stuffed animals
R_2B5vPjRg4Jy2tnE,girl,7.5,7 to 8,board games,"board games (if yes, enter some of your child's favorite games below)"
R_2B5vPjRg4Jy2tnE,girl,7.5,7 to 8,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2B5vPjRg4Jy2tnE,girl,7.5,7 to 8,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_3dEQcdA245lr0TX,boy,3.5,3 to 4,stuffed animals,stuffed animals
R_3dEQcdA245lr0TX,boy,3.5,3 to 4,books,"specific books or book series (if yes, enter any book series your child collects)"
